PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
372-6865MF0,886821096800,16X8,16,8,5-114.3 GBMFL MIRR RAPTOR VOR,C372-5C65DOCV,83,2400,Gloss Black Mirror Machined Face and Lip,0,4.5,5-4.5 (5-114.3),,,VIS-VOR,372,No,No,18,18,10,22.6,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-6873MB0,886821096831,16X8,16,8,5-127 MTTEBLK RAPTOR VOR,C372MB-5C65DOCV,78.1,2400,Matte Black,0,4.5,5-5 (5-127),,,VIS-VOR,372,No,No,18,18,10,24.1,222.73,155.91,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-6873MF0,886821096848,16X8,16,8,5-127 GBMFL MIRR RAPTOR VOR,C372-5C65DOCV,78.1,2400,Gloss Black Mirror Machined Face and Lip,0,4.5,5-5 (5-127),,,VIS-VOR,372,No,No,18,18,10,23,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-6881C-6,886821096886,16X8,16,8,8-165.1CHR RAPTOR VTEC,C372-8CDOCV,125.2,3650,Chrome,-6,4.25,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,0,0,0,0,350.19,245.13,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-6881MB0,886821096893,16X8,16,8,8-165.1 MTTEBLK RAPTOR VOR,C372MB-8CDOCV,125.2,3650,Matte Black,0,4.5,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,18,18,10,25.6,222.73,155.91,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-6881MF0,886821096923,16X8,16,8,8-165.1 GBMFL MIRR RAPTOR VOR,C372-8CDOCV,125.2,3650,Gloss Black Mirror Machined Face and Lip,0,4.5,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,18,18,10,25.7,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-6881MF-6,886821096947,16X8,16,8,8-165.1 GBMFL MIRR RAPTOR VOR,C372-8CDOCV,125.2,3650,Gloss Black Mirror Machined Face and Lip,-6,4.25,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,18,18,10,26.4,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-6883C0,886821096985,16X8,16,8,6-139.7 CHR RAPTOR VTEC,C372-6CDOCV,110,2400,Chrome,0,4.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,0,0,0,0,350.19,245.13,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-6883MB0,886821096992,16X8,16,8,6-139.7 MTTEBLK RAPTOR VOR,C372MB-6CDOCV,110,2400,Matte Black,0,4.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,18,18,10,25.2,222.73,155.91,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-6883MF0,886821097005,16X8,16,8,6-139.7 GBMFL MIRR RAPTOR VOR,C372-6CDOCV,110,2400,Gloss Black Mirror Machined Face and Lip,0,4.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,18.25,18.25,10.25,24.8,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-6885C0,886821097029,16X8,16,8,5-139.7 CHR RAPTOR VOR,C372-6CDOC,110,2400,Chrome,0,4.45,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,0,0,0,0,350.19,245.13,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-6885MB0,886821097036,16X8,16,8,5-139.7 MTTEBLK RAPTOR VOR,C372MB-5CDOCV,110,2400,Matte Black,0,4.5,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,18,18,10,23.3,222.73,155.91,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-6885MF0,886821097043,16X8,16,8,5-139.7 GBMFL MIRR RAPTOR VOR,C372-5CDOCV,110,2400,Gloss Black Mirror Machined Face and Lip,0,4.5,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,18,18,10,23.3,233.5,163.45,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7836C25,886821097067,17X8,17,8,6-135 CHR RAPTOR VTEC,C326-6CV,87.1,2400,Chrome,25,5.5,6-135,,,VIS-VOR,372,No,No,0,0,0,0,387.05,270.94,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-7836MB25,886821097074,17X8,17,8,6-135 MATTEBLK VOR,C326MB-6CV,87.1,2400,Matte Black,25,5.5,6-135,,,VIS-VOR,372,No,No,19.5,19.5,10,30.2,261.41,182.99,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7836MF25,886821097081,17X8,17,8,6-135 GBMFL MIRR RAPTOR VOR,C326-6CV,87.1,2400,Gloss Black Mirror Machined Face and Lip,25,5.5,6-135,,,VIS-VOR,372,No,No,19,19,10,28.45,273.99,191.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7870C25,886821097104,17X8,17,8,8-170 CHR RAPTOR VTEC,C326-8CLV,125.2,3650,Chrome,25,5.5,8-170,,,VIS-VOR,372,No,No,0,0,0,0,387.05,270.94,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-7870MB25,886821097111,17X8,17,8,8-170 MATTEBLK VOR,C326MB-8CLV,125.2,3650,Matte Black,25,5.5,8-170,,,VIS-VOR,372,No,No,19.5,19.5,10,31.7,261.41,182.99,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-7870MF25,886821097128,17X8,17,8,8-170 GBMFL MIRR RAPTOR VOR,C326-8CLV,126,3650,Gloss Black Mirror Machined Face and Lip,25,5.5,8-170,,,VIS-VOR,372,No,No,19.5,19.5,10,29.9,273.99,191.79,0,0,0,0,0,4,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7881C25,886821097142,17X8,17,8,8-165.1 CHR RAPTOR VOR,C326-8CSV,125.2,3650,Chrome,25,5.5,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,0,0,0,0,387.05,270.94,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-7881MB25,886821097159,17X8,17,8,8-165.1 MATTEBLK VOR,C326MB-8CSV,125.2,3650,Matte Black,25,5.5,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,19.5,19.5,10,31.2,261.41,182.99,0,0,0,0,0,1,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-7881MF25,886821097166,17X8,17,8,8-165.1 GBMFL MIRR RAPTOR VOR,C326-8CSV,125.2,3650,Gloss Black Mirror Machined Face and Lip,25,5.5,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,19.5,19.5,10,29.8,273.99,191.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7883C25,886821097180,17X8,17,8,6-139.7 CHR RAPTOR VTEC,C326-6CV,106.2,2400,Chrome,25,5.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,10,29.2,387.05,270.94,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-7883MB25,886821097197,17X8,17,8,6-139.7 MATTEBLK VOR,C326MB-6CV,106.2,2400,Matte Black,25,5.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,10,30.2,261.41,182.99,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7883MF25,886821097203,17X8,17,8,6-139.7 GBMFL MIRR RAPTOR VOR,C326-6CV,106.2,2400,Gloss Black Mirror Machined Face and Lip,25,5.5,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,10,28.8,273.99,191.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7885MB15,886821097234,17X8,17,8,5-139.7 MATTEBLK VOR,C326MB-5CV,108,2400,Matte Black,15,5.1,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,19.5,19.5,10,30.4,261.41,182.99,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-7885MF15,886821097241,17X8,17,8,5-139.7 GBMFL MIRR RAPTOR VOR,C326-5CV,108,2400,Gloss Black Mirror Machined Face and Lip,15,5.1,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,19.5,19.5,11.25,29.1,273.99,191.79,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7936MB25,886821097272,17X9,17,9,6-135 MATTEBLK RAPTOR VOR,C326MB-6CV,87.1,2400,Matte Black,25,6,6-135,,,VIS-VOR,372,No,No,19.5,19.5,11.25,27.7,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7936MB-6,886821097289,17X9,17,9,6-135 MATTEBLK RAPTOR VOR,C326MB-6CV,87.1,2400,Matte Black,-6,4.75,6-135,,,VIS-VOR,372,No,No,0,0,0,0,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7936MF25,886821097296,17X9,17,9,6-135 GBMFL MIRR RAPTOR,C326-6C,87.1,2400,Gloss Black Mirror Machined Face and Lip,25,6,6-135,,,VIS-VOR,372,No,No,19.5,19.5,11.25,27.9,281.1,196.77,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7965MB-12,886821097326,17X9,17,9,5-4.5  MATTEBLK RAPTOR VOR,C326MB-5C65V,83,2400,Matte Black,-12,4.55,5-4.5 (5-114.3),,,VIS-VOR,372,No,No,19.5,19.5,11.25,30.9,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-7970MB-10,886821097371,17X9,17,9,8-170 MATTEBLK RAPTOR VOR,C326MB-8CLV,125.2,3650,Matte Black,-10,4.6,8-170,,,VIS-VOR,372,No,No,19.5,19.5,11.25,32.4,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-7970MF18,886821097388,17X9,17,9,8-170 GBMFL MIRR RAPTOR VOR,C326-8CLV,126,3650,Gloss Black Mirror Machined Face and Lip,18,5.7,8-170,,,VIS-VOR,372,No,No,0,0,0,0,281.1,196.77,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7973C0,886821236664,17X9,17,9,5-127 CHR RAPTOR VTEC,C326-5C65V,78.1,2400,Chrome,0,5,5-5 (5-127),,,VIS-VOR,372,No,No,0,0,0,0,394.17,275.92,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-7973MB-12,886821097418,17X9,17,9,5-127 MATTEBLK  RAPTOR VOR,C326MB-5C65V,78.1,2400,Matte Black,-12,4.55,5-5 (5-127),,,VIS-VOR,372,No,No,19.5,19.5,11.25,29.7,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-7973MB25,886821097425,17X9,17,9,5-127 MATTEBLK  RAPTOR VOR,C326MB-5C65V,78.1,2400,Matte Black,25,6,5-5 (5-127),,,VIS-VOR,372,No,No,19.5,19.5,11.25,28.3,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-7973MF-12,886821097432,17X9,17,9,5-127 GBMFL MIRR RAPTOR VOR,C326-5C65V,78.1,2400,Gloss Black Mirror Machined Face and Lip,-12,4.55,5-5 (5-127),,,VIS-VOR,372,No,No,19.5,19.5,11.25,31,281.1,196.77,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7973MF25,886821097449,17X9,17,9,5-127 GBMFL MIRR RAPTOR VOR,C326-5C65V,78.1,2400,Gloss Black Mirror Machined Face and Lip,25,6,5-5 (5-127),,,VIS-VOR,372,No,No,19.5,19.5,11.25,28.2,281.1,196.77,0,0,0,0,0,4,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7981C18,886821097463,17X9,17,9,8-165.1 CHR RAPTOR VTEC,C326-8CSV,125.2,3650,Chrome,18,5.7,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,0,0,0,0,394.17,275.92,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-7981MB-10,886821097470,17X9,17,9,8-165.1 MATTEBLK RAPTOR VOR,C326MB-8CSV,125.2,3650,Matte Black,-10,4.6,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,19.5,19.5,11.25,32.1,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-7981MB18,886821097487,17X9,17,9,8-165.1 MATTEBLK RAPTOR VOR,C326MB-8CSV,125.2,3650,Matte Black,18,5.7,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,20,20,11,28,268.52,187.97,0,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-7981MF18,886821097494,17X9,17,9,8-165.1 GBMFL MIRR RAPTOR VOR,C326-8CSV,123,3400,Gloss Black Mirror Machined Face and Lip,18,5.7,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,19.5,19.5,11.25,29.9,281.1,196.77,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7983C25,886821097517,17X9,17,9,6-139.7 CHR RAPTOR VOR,C326-6CV,106.2,2400,Chrome,25,6,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,0,0,0,0,394.17,275.92,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-7983MB25,886821097524,17X9,17,9,6-139.7 MATTEBLK RAPTOR VOR,C326MB-6CV,106.2,2400,Matte Black,25,6,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,11.25,28.2,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7983MB-6,886821097531,17X9,17,9,6-139.7 MATTEBLK RAPTOR VOR,C326MB-6CV,106.2,2400,Matte Black,-6,4.75,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,11.25,30.7,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-7983MF25,886821097548,17X9,17,9,6-139.7 GBMFL MIRRV RAPTOR,C326-6CV,106.2,2400,Gloss Black Mirror Machined Face and Lip,25,6,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,19.5,19.5,11.25,26.7,281.1,196.77,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-7985C18,886821097562,17X9,17,9,5-139.7 CHR RAPTOR VOR,C326-5CV,108,2400,Chrome,18,5.7,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,0,0,0,0,394.17,275.92,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-7985MB-12,886821097579,17X9,17,9,5-139.7 MATEBLK RAPTOR VOR,C326MB-5CV,108,2400,Matte Black,-12,4.55,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,0,0,0,0,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-7985MB18,886821097586,17X9,17,9,5-139.7 MATEBLK RAPTOR VOR,C326MB-5CV,108,2400,Matte Black,18,5.7,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,19.5,19.5,11.25,27.9,268.52,187.97,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-8936C25,886821097616,18X9.5,18,9.5,6-135 CHR RAPTOR VOR,C326-6CV,87.1,2400,Chrome,25,6.25,6-135,,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-8936MB-12,886821097623,18X9.5,18,9.5,6-135 MATTEBLK RAPTOR VTEV,C326MB-6C,87.1,2400,Matte Black,-12,4.75,6-135,,,VIS-VOR,372,No,No,0,0,0,0,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-8936MB25,886821097630,18X9.5,18,9.5,6-135 MATTEBLK RAPTOR VOR,C326MB-6CV,87.1,2400,Matte Black,25,6.25,6-135,,,VIS-VOR,372,No,No,20.5,20.5,11.5,32.3,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-8936MF25,886821097654,18X9.5,18,9.5,6-135 GBMFL MIRR RAPTOR VOR,C326-6CV,87.1,2400,Gloss Black Mirror Machined Face and Lip,25,6.25,6-135,,,VIS-VOR,372,No,No,20.5,20.5,11.5,30,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8950C25,886821097678,18X9.5,18,9.5,5-150 CHR RAPTOR VOR,C326-5C,110.2,2400,Chrome,25,6.2,5-150,,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-8950MB25,886821097685,18X9.5,18,9.5,5-150 MATTEBLK RAPTOR VOR,C326MB-5CV,110.2,2400,Matte Black,25,6.25,5-150,,,VIS-VOR,372,No,No,20.5,20.5,11.5,31.9,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-8950MF25,886821097692,18X9.5,18,9.5,5-150 GBMFL MIRR RAPTOR VOR,C326-5CV,110.2,2400,Gloss Black Mirror Machined Face and Lip,25,6.25,5-150,,,VIS-VOR,372,No,No,20.5,20.5,11.5,30.5,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8970C18,886821097760,18X9.5,18,9.5,8-170 CHR RAPTOR VTEC,C326-8CLV,125.2,3650,Chrome,18,5.95,8-170,,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-8970MB-12,886821097777,18X9.5,18,9.5,8-170 MATTEBLK RAPTOR VOR,C326MB-8CLV,125.2,3650,Matte Black,-12,4.8,8-170,,,VIS-VOR,372,No,No,20.5,20.5,11.5,36,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
