PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
411-8987MS12,886821152292,18X9,18,9,8-180 GBMS VOR ARC,C411GB-8,124.2,3650,Gloss Black Milled Spoke,12,5.45,8-180,,,VIS-VOR,411,No,No,20.25,20.25,10.75,33.4,334.52,207.24,4,8,0,0,1,8,https://images.iconfigurators.app/images/wheels/large/vision-411-22x10-1411-973-00-500-Cloned419776177546.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-411-22x10-1411-973-00-1000-Cloned419776177546.jpg
411-8993MS12,886821152216,18X9,18,9,6-135HC/139.7 GBMS VIS ARC,C411GB,87.1,2400,Gloss Black Milled Spoke,12,5.5,6-135,6-5.5 (6-139.7),,VIS-VOR,411,No,No,20.25,20.25,10.75,32.9,334.52,207.24,15,39,27,22,0,0,https://images.iconfigurators.app/images/wheels/large/vision-411-22x10-1411-973-00-500-Cloned419776177546.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-411-22x10-1411-973-00-1000-Cloned419776177546.jpg
411-8993MS-12,886821152117,18X9,18,9,6-135HC/139.7 GBMS VIS ARC,C411GB,87.1,2400,Gloss Black Milled Spoke,-12,4.55,6-135,6-5.5 (6-139.7),,VIS-VOR,411,No,No,20.25,20.25,10.75,33.9,334.52,207.24,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-411-22x10-1411-973-00-500-Cloned419776177546.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-411-22x10-1411-973-00-1000-Cloned419776177546.jpg
412-20036ABL-25,886821228836,20X10,20,10,6-135 ANTH W/SBLIP VIS ROCKER,C398SB-6V,87.1,2400,Anthracite with Satin Black Lip,-25,4.5,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,12.5,43.8,361.72,258.27,0,35,28,20,12,0,,
412-20036C-25,886821228935,20X10,20,10,6-135 CHR VOR ROCKER,C398-6V,87.1,2400,Chrome,-25,4.5,6-135,,,VIS-VOR,412,No,No,22.25,22.25,12.5,44.1,462.65,330.33,59,28,54,0,8,0,,
412-20036GB-25,886821229192,20X10,20,10,6-135 GB/SSBLT VOR ROCKER,C398GB-6V,87.1,2400,Gloss Black,-25,4.5,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,343.43,245.21,0,23,0,0,8,8,,
412-20036SB-25,886821228737,20X10,20,10,6-135 SB VIS ROCKER,C398SB-6V,87.1,2400,Satin Black,-25,4.5,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,12.5,44,343.43,245.21,40,38,0,0,12,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20070ABL-25,886821228874,20X10,20,10,8-170 ANTH W/SBLIP VIS ROCKER,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-25,4.5,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.5,22.5,12,45.9,361.72,258.27,0,20,30,6,8,0,,
412-20070C-25,886821228973,20X10,20,10,8-170 CHR VOR ROCKER,C398-8V,125.2,3650,Chrome,-25,4.5,8-170,,,VIS-VOR,412,No,No,0,0,0,0,462.65,330.33,60,48,0,20,0,4,,
412-20070GB-25,886821229222,20X10,20,10,8-170 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-25,4.5,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,343.43,245.21,44,10,0,0,4,0,,
412-20070SB-25,886821228775,20X10,20,10,8-170 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-25,4.5,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,343.43,245.21,75,60,0,0,4,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-20073ABL-25,886821228843,20X10,20,10,5-127 ANTH W/SBLIP VIS ROCKER,C398SB-65V,78.1,2400,Anthracite with Satin Black Lip,-25,4.5,5-5 (5-127),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,361.72,258.27,15,28,16,1,5,0,,
412-20073C-25,886821228942,20X10,20,10,5-127 CHR VOR ROCKER,C398-65V,78.1,2400,Chrome,-25,4.5,5-5 (5-127),,,VIS-VOR,412,No,No,22.5,22.5,12,43.9,462.65,330.33,41,3,68,0,10,0,,
412-20073GB-25,886821229208,20X10,20,10,5-127 GB/SSBLT VOR ROCKER,C398GB-65V,78.1,2400,Gloss Black,-25,4.5,5-5 (5-127),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,12.5,44,343.43,245.21,121,34,18,1,20,8,,
412-20073SB-25,886821228744,20X10,20,10,5-127 SB VIS ROCKER,C398SB-65V,78.1,2400,Satin Black,-25,4.5,5-5 (5-127),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,343.43,245.21,0,23,68,3,14,8,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20081ABL-25,886821228881,20X10,20,10,8-165.1 ANTH W/SBLIP VIS ROCK,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-25,4.5,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,361.72,258.27,44,64,0,1,28,0,,
412-20081C-25,886821228980,20X10,20,10,8-165.1 CHR VOR ROCKER,C398-8V,125.2,3650,Chrome,-25,4.5,8-6.5 (8-165.1),,,VIS-VOR,412,No,No,0,0,0,0,462.65,330.33,71,20,0,0,4,0,,
412-20081GB-25,886821229239,20X10,20,10,8-165.1 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-25,4.5,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,12.5,46.7,343.43,245.21,67,152,0,0,40,4,,
412-20081SB-25,886821228782,20X10,20,10,8-165.1 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-25,4.5,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,23,23,12,45.6,343.43,245.21,4,52,0,13,8,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-20083ABL-25,886821228850,20X10,20,10,6-139.7 ANTH W/SBLIP VIS ROCK,C398SB-6V,106.2,2400,Anthracite with Satin Black Lip,-25,4.5,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,361.72,258.27,52,96,0,0,17,8,,
412-20083C-25,886821228959,20X10,20,10,6-139.7 CHR VOR ROCKER,C398-6V,106.2,2400,Chrome,-25,4.5,6-5.5 (6-139.7),,,VIS-VOR,412,No,No,0,0,0,0,462.65,330.33,12,86,0,0,0,0,,
412-20083GB-25,886821229215,20X10,20,10,6-139.7 GB/SSBLT VOR ROCKER,C398GB-6V,106.2,2400,Gloss Black,-25,4.5,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,343.43,245.21,66,0,64,21,24,14,,
412-20083SB-25,886821228751,20X10,20,10,6-139.7 SB VIS ROCKER,C398SB-6V,106.2,2400,Satin Black,-25,4.5,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,23,23,12.5,43.1,343.43,245.21,5,25,0,2,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20236ABL-51,886821173716,20X12,20,12,6-135 ANTH W/SBLIP VIS ROCKER,C398SB-6V,87.1,2400,Anthracite with Satin Black Lip,-51,4.5,6-135,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46.38,406.31,260.19,37,16,69,0,4,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20236C-51,886821173952,20X12,20,12,6-135 CHR VIS ROCKER,C398-6V,87.1,2400,Chrome,-51,4.5,6-135,,,VIS-VOR,412,No,No,22.75,22.75,14.25,47.1,533.1,342.76,3,0,0,0,8,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20236GB-51,886821229246,20X12,20,12,6-135 GB/SSBLT VOR ROCKER,C398GB-6V,87.1,2400,Gloss Black,-51,4.5,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,384.92,247.74,4,76,0,3,21,0,,
412-20236SB-51,886821173341,20X12,20,12,6-135 SB VIS ROCKER,C398SB-6V,87.1,2400,Satin Black,-51,4.5,6-135,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46.38,384.92,247.73,136,87,229,0,16,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20270ABL-51,886821173754,20X12,20,12,8-170 ANTH W/SBLIP VIS ROCKER,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-51,4.5,8-170,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46.38,406.31,260.19,29,104,0,0,20,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20270C-51,886821174003,20X12,20,12,8-170 CHR VIS ROCKER,C398-8V,125.2,3650,Chrome,-51,4.5,8-170,,,VIS-VOR,412,No,No,22.5,22.5,13.75,49.9,533.1,342.76,16,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20270GB-51,886821229277,20X12,20,12,8-170 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-51,4.5,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,384.92,247.74,38,152,0,60,24,4,,
412-20270SB-51,886821173396,20X12,20,12,8-170 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-51,4.5,8-170,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,47.31,384.92,247.73,77,3,82,0,20,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-20273ABL-51,886821173723,20X12,20,12,5-127 ANTH W/SBLIP VIS ROCKER,C398SB-65V,78.1,2400,Anthracite with Satin Black Lip,-51,4.5,5-5 (5-127),,Chrome Bolts,VIS-VOR,412,No,No,22.25,22.25,14,46.65,406.31,260.19,77,63,23,0,14,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20273C-51,886821173976,20X12,20,12,5-127 CHR VIS ROCKER,C398-65V,78.1,2400,Chrome,-51,4.5,5-5 (5-127),,,VIS-VOR,412,No,No,22.75,22.75,14,48.2,533.1,342.76,35,0,0,0,4,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20273SB-51,886821173358,20X12,20,12,5-127 SB VIS ROCKER,C398SB-65V,78.1,2400,Satin Black,-51,4.5,5-5 (5-127),,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46,384.92,247.73,93,61,124,0,15,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20281ABL-51,886821173778,20X12,20,12,8-165.1ANTH W/SBLIP VIS ROCKER,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-51,4.5,8-6.5 (8-165.1),,Chrome Bolts,VIS-VOR,412,No,No,22.5,22.5,14,47.6,406.31,260.19,154,28,0,0,34,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20281C-51,886821174010,20X12,20,12,8-165.1 CHR VIS ROCKER,C398-8V,125.2,3650,Chrome,-51,4.5,8-6.5 (8-165.1),,,VIS-VOR,412,No,No,22.25,22.5,13.25,49.75,533.1,342.76,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20281GB-51,886821229284,20X12,20,12,8-165.1 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-51,4.5,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,14,48.7,384.92,247.74,0,0,0,8,24,0,,
412-20281SB-51,886821173402,20X12,20,12,8-165.1 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-51,4.5,8-6.5 (8-165.1),,Chrome Bolts,VIS-VOR,412,No,No,22,22,14,48.9,384.92,247.73,120,0,360,0,34,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-20283ABL-51,886821173730,20X12,20,12,6-139.7ANTH W/SBLIP VIS ROCKER,C398SB-6V,106.2,2400,Anthracite with Satin Black Lip,-51,4.5,6-5.5 (6-139.7),,Chrome Bolts,VIS-VOR,412,No,No,22.75,23.25,14.25,46.01,406.31,260.19,104,71,87,20,19,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20283C-51,886821173983,20X12,20,12,6-139.7 CHR VIS ROCKER,C398-6V,106.2,2400,Chrome,-51,4.5,6-5.5 (6-139.7),,,VIS-VOR,412,No,No,22.5,22.5,14,47.3,533.1,342.76,0,0,0,0,4,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20283GB-51,886821229253,20X12,20,12,6-139.7 GB/SSBLT VOR ROCKER,C398GB-6V,106.2,2400,Gloss Black,-51,4.5,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,22.25,22.25,14,45.3,384.92,247.74,0,0,0,0,3,2,,
412-20283SB-51,886821173372,20X12,20,12,6-139.7 SB VOR ROCKER,C398SB-6V,106.2,2400,Satin Black,-51,4.5,6-5.5 (6-139.7),,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,47,384.92,247.73,141,196,132,0,36,9,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20285ABL-51,886821173747,20X12,20,12,5-139.7ANTH W/SBLIP VOR ROCKER,C398SB-5V,108,2400,Anthracite with Satin Black Lip,-51,4.5,5-5.5 (5-139.7),,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46,406.31,260.19,46,12,0,0,24,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20285C-51,886821173990,20X12,20,12,5-139.7 CHR VOR ROCKER,C398-5V,108,2400,Chrome,-51,4.5,5-5.5 (5-139.7),,,VIS-VOR,412,No,No,22.75,22.75,14.25,46.38,533.1,342.76,16,1,39,0,8,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20285SB-51,886821173389,20X12,20,12,5-139.7 SB VIS ROCKER,C398SB-5V,108,2400,Satin Black,-51,4.5,5-5.5 (5-139.7),,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46.38,384.92,247.73,58,3,0,0,8,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-20287ABL-51,886821173785,20X12,20,12,8-180 ANTH W/SBLIP VIS ROCKER,C398SB-8V,124.2,3650,Anthracite with Satin Black Lip,-51,4.5,8-180,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14.25,46,406.31,260.19,6,15,23,4,4,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-20287C-51,886821174027,20X12,20,12,8-180 CHR VIS ROCKER,C398-8V,124.2,3650,Chrome,-51,4.5,8-180,,,VIS-VOR,412,No,No,22.75,22.75,14,49.75,533.1,342.76,60,5,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-20287SB-51,886821173419,20X12,20,12,8-180 SB VIS ROCKER,C398SB-8V,124.2,3650,Satin Black,-51,4.5,8-180,,Chrome Bolts,VIS-VOR,412,No,No,22.75,22.75,14,49.75,384.92,247.73,83,47,0,0,20,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-22036ABL-19,886821228898,22X10,22,10,6-135 ANTH W/SBLIP VIS ROCKER,C398SB-6V,87.1,2400,Anthracite with Satin Black Lip,-19,4.75,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,50.5,428.1,305.66,44,28,27,16,4,0,,
412-22036C-19,886821228997,22X10,22,10,6-135 CHR VOR ROCKER,C398-6V,87.1,2400,Chrome,-19,4.75,6-135,,,VIS-VOR,412,No,No,0,0,0,0,565.61,403.85,44,88,0,4,4,12,,
412-22036GB-19,886821229291,22X10,22,10,6-135 GB/SSBLT VOR ROCKER,C398GB-6V,87.1,2400,Gloss Black,-19,4.75,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,24.25,24.25,12.5,49.6,409.81,292.61,2,14,20,8,4,0,,
412-22036SB-19,886821228799,22X10,22,10,6-135 SB VIS ROCKER,C398SB-6V,87.1,2400,Satin Black,-19,4.75,6-135,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,50.8,409.81,292.61,15,12,23,12,8,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-22070ABL-19,886821228911,22X10,22,10,8-170 ANTH W/SBLIP VIS ROCKER,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-19,4.75,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,51.9,428.1,305.66,14,19,40,2,4,0,,
412-22070C-19,886821229017,22X10,22,10,8-170 CHR VOR ROCKER,C398-8V,125.2,3650,Chrome,-19,4.75,8-170,,,VIS-VOR,412,No,No,25,25,12,51.8,565.61,403.85,0,3,0,0,0,0,,
412-22070GB-19,886821229314,22X10,22,10,8-170 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-19,4.75,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,51.4,413.87,292.61,8,36,0,8,8,0,,
412-22070SB-19,886821228812,22X10,22,10,8-170 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-19,4.75,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,51,409.81,292.61,16,28,20,4,4,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-22081ABL-19,886821228928,22X10,22,10,8-165.1 ANTH W/SBLIP VIS ROCKE,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-19,4.75,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,51.6,428.1,305.66,24,50,18,10,4,0,,
412-22081C-19,886821229024,22X10,22,10,8-165.1 CHR VOR ROCKER,C398-8V,125.2,3650,Chrome,-19,4.75,8-6.5 (8-165.1),,,VIS-VOR,412,No,No,25,25,12,51.9,565.61,403.85,0,0,0,0,0,0,,
412-22081GB-19,886821229321,22X10,22,10,8-165.1 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-19,4.75,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,24.25,24.25,12.5,51.4,409.81,292.61,28,20,35,20,8,0,,
412-22081SB-19,886821228829,22X10,22,10,8-165.1 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-19,4.75,8-6.5 (8-165.1),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,51.7,409.81,292.61,31,1,9,4,4,4,,
412-22083ABL-19,886821228904,22X10,22,10,6-139.7 ANTH W/SBLIP VIS ROCK,C398SB-6V,106.2,2400,Anthracite with Satin Black Lip,-19,4.75,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,24.25,24.25,12.5,49.8,428.1,305.66,4,13,38,3,12,4,,
412-22083C-19,886821229000,22X10,22,10,6-139.7 CHR VOR ROCKER,C398-6V,106.2,2400,Chrome,-19,4.75,6-5.5 (6-139.7),,,VIS-VOR,412,No,No,25,25,12,49.9,565.61,403.85,20,64,0,32,12,4,,
412-22083GB-19,886821229307,22X10,22,10,6-139.7 GB/SSBLT VOR ROCKER,C398GB-6V,106.2,2400,Gloss Black,-19,4.75,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,409.81,292.61,32,23,0,4,24,0,,
412-22083SB-19,886821228805,22X10,22,10,6-139.7 SB VIS ROCKER,C398SB-6V,106.2,2400,Satin Black,-19,4.75,6-5.5 (6-139.7),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,25,25,12,50.1,409.81,292.61,77,2,0,4,12,18,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
412-22270ABL-51,886821173808,22X12,22,12,8-170 ANTH W/SBLIP VIS ROCKER,C398SB-8V,125.2,3650,Anthracite with Satin Black Lip,-51,4.5,8-170,,Chrome Bolts,VIS-VOR,412,No,No,24.25,24.25,13.25,54.65,491.85,314.72,8,34,31,0,12,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-22270C-51,886821181414,22X12,22,12,8-170 CHR VIS ROCKER,C398-8V,125.2,3650,Chrome,-51,4.5,8-170,,,VIS-VOR,412,No,No,24.25,24.25,14,56.25,638.49,411.32,20,0,0,0,5,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-22270GB-51,886821229352,22X12,22,12,8-170 GB/SSBLT VOR ROCKER,C398GB-8V,125.2,3650,Gloss Black,-51,4.5,8-170,,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,0,0,0,0,471.99,303.83,0,65,0,12,16,0,,
412-22270SB-51,886821173433,22X12,22,12,8-170 SB VIS ROCKER,C398SB-8V,125.2,3650,Satin Black,-51,4.5,8-170,,Chrome Bolts,VIS-VOR,412,No,No,24.25,24.25,14,53.75,471.99,303.83,14,47,23,0,38,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12_1611-679-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_Rocker_Satin-Black-8_7429.png
412-22273ABL-51,886821176045,22X12,22,12,5-127 ANTH W/SBLIP VIS ROCKER,C398SB-65V,78.1,2400,Anthracite with Satin Black Lip,-51,4.5,5-5 (5-127),,Chrome Bolts,VIS-VOR,412,No,No,24,24,14,48.9,491.85,314.72,21,12,11,0,9,4,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-422-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-422-00-1000.jpg
412-22273C-51,886821181384,22X12,22,12,5-127 CHR VIS ROCKER,C398-65V,78.1,2400,Chrome,-51,4.5,5-5 (5-127),,,VIS-VOR,412,No,No,24.5,24.5,14.25,55,638.49,411.32,53,15,37,0,5,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_24x12-1609-421-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_24x12-1609-421-00-1000.jpg
412-22273GB-51,886821229338,22X12,22,12,5-127 GB/SSBLT VOR ROCKER,C398GB-65V,78.1,2400,Gloss Black,-51,4.5,5-5 (5-127),,Stainless Steel Button Head Lip Bolts,VIS-VOR,412,No,No,24,25,14,50.8,471.99,303.83,76,0,1,40,0,10,,
412-22273SB-51,886821176007,22X12,22,12,5-127 SB VIS ROCKER,C398SB-65V,78.1,2400,Satin Black,-51,4.5,5-5 (5-127),,Chrome Bolts,VIS-VOR,412,No,No,24.25,24.25,14,51.75,471.99,303.83,46,5,52,0,17,0,https://images.iconfigurators.app/images/wheels/large/Vision_412_wheel_6lug_matteblack_20x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_412_wheel_6lug_matteblack_20x9-1000.jpg
